event_id,feeder_id,trip_start_time,trip_end_time,fault_description
EVT_000512,FDR_022,27/01/2011 00:00,27/01/2011 12:00,Insulator failure reported on cross-arm
EVT_000513,FDR_011,19/05/2011 08:00,19/05/2011 22:00,"HV trip – cause unclear, no defects found"
EVT_000514,FDR_011,26/01/2011 05:00,26/01/2011 19:00,Conductor damage mid span
EVT_000515,FDR_001,06/08/2011 13:00,07/08/2011 02:00,UG cable insulation breakdown
EVT_000516,FDR_005,10/10/2011 00:00,10/10/2011 01:00,Insulator failure reported on cross-arm
EVT_000517,FDR_007,17/09/2011 14:00,17/09/2011 16:00,Foil balloon contact on overhead line
EVT_000518,FDR_006,25/09/2011 11:00,26/09/2011 01:00,"HV trip – cause unclear, no defects found"
EVT_000518_DUP,FDR_006,25/09/2011 11:02,26/09/2011 01:00,Duplicate trip record from control system
EVT_000519,FDR_017,18/12/2011 12:00,19/12/2011 01:00,Insulator failure reported on cross-arm
EVT_000520,FDR_025,18/08/2011 00:00,18/08/2011 05:00,UG cable strike during excavation works
EVT_000521,FDR_011,05/07/2011 10:00,05/07/2011 23:00,"Storm-related outage, multiple spans affected"
EVT_000522,FDR_013,15/05/2011 07:00,15/05/2011 15:00,Insulator failure reported on cross-arm
EVT_000523,FDR_010,10/04/2011 20:00,11/04/2011 06:00,Tree contact on overhead line during high winds
EVT_000524,FDR_017,05/06/2011 03:00,05/06/2011 17:00,Unknown cause – reset successful
EVT_000525,FDR_024,20/02/2011 05:00,20/02/2011 09:00,UG cable insulation breakdown
EVT_000526,FDR_010,26/02/2011 08:00,26/02/2011 10:00,UG cable insulation breakdown
EVT_000527,FDR_002,26/01/2011 09:00,26/01/2011 23:00,"HV trip – cause unclear, no defects found"
EVT_000528,FDR_017,29/08/2011 06:00,29/08/2011 14:00,UG cable insulation breakdown
EVT_000528_DUP,FDR_017,29/08/2011 06:02,29/08/2011 14:00,Duplicate trip record from control system
EVT_000529,FDR_006,13/02/2011 22:00,14/02/2011 10:00,Insulator failure reported on cross-arm
EVT_000530,FDR_016,18/06/2011 11:00,18/06/2011 20:00,"HV trip – cause unclear, no defects found"
EVT_000530_DUP,FDR_016,18/06/2011 11:02,18/06/2011 20:00,Duplicate trip record from control system
EVT_000531,FDR_008,13/05/2011 13:00,13/05/2011 23:00,Insulator failure reported on cross-arm
EVT_000532,FDR_007,04/12/2011 04:00,04/12/2011 15:00,"HV trip – cause unclear, no defects found"
EVT_000533,FDR_013,11/05/2011 11:00,11/05/2011 15:00,"HV trip – cause unclear, no defects found"
EVT_000534,FDR_018,25/02/2011 00:00,25/02/2011 07:00,Conductor damage mid span
EVT_000535,FDR_008,26/12/2011 09:00,26/12/2011 20:00,Unknown cause – reset successful
EVT_000536,FDR_022,01/05/2011 01:00,01/05/2011 08:00,Conductor damage mid span
EVT_000537,FDR_018,26/11/2011 15:00,26/11/2011 17:00,UG cable strike during excavation works
EVT_000538,FDR_007,08/02/2011 18:00,09/02/2011 02:00,Foil balloon contact on overhead line
EVT_000539,FDR_009,12/06/2011 10:00,12/06/2011 15:00,"HV trip – cause unclear, no defects found"
EVT_000540,FDR_006,19/03/2011 02:00,19/03/2011 03:00,Swan strike mid span over river
EVT_000541,FDR_024,11/06/2011 02:00,11/06/2011 13:00,"Storm-related outage, multiple spans affected"
EVT_000542,FDR_012,18/05/2011 04:00,18/05/2011 16:00,Insulator failure reported on cross-arm
EVT_000543,FDR_018,31/05/2011 08:00,31/05/2011 13:00,"HV trip – cause unclear, no defects found"
EVT_000544,FDR_003,23/01/2011 11:00,23/01/2011 23:00,Bird strike on overhead conductor
EVT_000545,FDR_003,16/11/2011 20:00,17/11/2011 06:00,Conductor damage mid span
EVT_000546,FDR_004,14/01/2011 22:00,15/01/2011 01:00,Foil balloon contact on overhead line
EVT_000546_DUP,FDR_004,14/01/2011 22:02,15/01/2011 01:00,Duplicate trip record from control system
EVT_000547,FDR_010,11/01/2011 12:00,11/01/2011 16:00,Cable joint failure suspected
EVT_000548,FDR_009,14/09/2011 01:00,14/09/2011 04:00,UG cable insulation breakdown
EVT_000549,FDR_008,25/09/2011 04:00,25/09/2011 05:00,Insulator failure reported on cross-arm
EVT_000550,FDR_013,28/05/2011 20:00,29/05/2011 01:00,Conductor damage mid span
EVT_000551,FDR_024,10/07/2011 10:00,10/07/2011 21:00,Tree contact on overhead line during high winds
EVT_000552,FDR_008,26/04/2011 20:00,27/04/2011 09:00,Insulator failure reported on cross-arm
EVT_000553,FDR_003,20/06/2011 00:00,20/06/2011 12:00,Unknown cause – reset successful
EVT_000554,FDR_001,18/07/2011 08:00,18/07/2011 22:00,Insulator failure reported on cross-arm
EVT_000555,FDR_007,10/11/2011 23:00,11/11/2011 10:00,Tree contact on overhead line during high winds
EVT_000556,FDR_019,09/07/2012 04:00,09/07/2012 10:00,Cable joint failure suspected
EVT_000557,FDR_020,04/05/2012 09:00,04/05/2012 22:00,"Storm-related outage, multiple spans affected"
EVT_000558,FDR_012,04/09/2012 09:00,04/09/2012 12:00,Unknown cause – reset successful
EVT_000559,FDR_006,17/01/2012 02:00,17/01/2012 14:00,UG cable insulation breakdown
EVT_000560,FDR_020,31/03/2012 17:00,31/03/2012 22:00,UG cable strike during excavation works
EVT_000561,FDR_025,23/12/2012 00:00,23/12/2012 04:00,Tree contact on overhead line during high winds
EVT_000562,FDR_002,15/08/2012 10:00,15/08/2012 21:00,Squirrel on cross-arm causing fault
EVT_000563,FDR_019,19/07/2012 23:00,20/07/2012 03:00,Squirrel on cross-arm causing fault
EVT_000563_DUP,FDR_019,19/07/2012 23:02,20/07/2012 03:00,Duplicate trip record from control system
EVT_000564,FDR_021,19/03/2012 16:00,19/03/2012 20:00,UG cable strike during excavation works
EVT_000564_DUP,FDR_021,19/03/2012 16:02,19/03/2012 20:00,Duplicate trip record from control system
EVT_000565,FDR_016,26/05/2012 06:00,26/05/2012 18:00,UG cable insulation breakdown
EVT_000566,FDR_025,27/12/2012 11:00,27/12/2012 19:00,Conductor damage mid span
EVT_000567,FDR_022,08/09/2012 07:00,08/09/2012 15:00,UG cable strike during excavation works
EVT_000567_DUP,FDR_022,08/09/2012 07:02,08/09/2012 15:00,Duplicate trip record from control system
EVT_000568,FDR_010,01/03/2012 18:00,01/03/2012 19:00,Insulator failure reported on cross-arm
EVT_000569,FDR_012,02/11/2012 15:00,03/11/2012 05:00,Unknown cause – reset successful
EVT_000570,FDR_006,06/12/2012 15:00,07/12/2012 05:00,Insulator failure reported on cross-arm
EVT_000571,FDR_018,15/08/2012 05:00,15/08/2012 16:00,Squirrel on cross-arm causing fault
EVT_000572,FDR_015,16/07/2012 14:00,16/07/2012 21:00,"HV trip – cause unclear, no defects found"
EVT_000573,FDR_008,29/06/2012 15:00,30/06/2012 03:00,"HV trip – cause unclear, no defects found"
EVT_000574,FDR_020,23/10/2012 10:00,23/10/2012 16:00,Tree contact on overhead line during high winds
EVT_000575,FDR_013,07/06/2012 17:00,08/06/2012 04:00,UG cable insulation breakdown
EVT_000576,FDR_016,14/04/2012 18:00,14/04/2012 22:00,Foil balloon contact on overhead line
EVT_000577,FDR_021,01/10/2012 22:00,02/10/2012 10:00,Insulator failure reported on cross-arm
EVT_000578,FDR_002,28/03/2012 21:00,29/03/2012 07:00,Insulator failure reported on cross-arm
EVT_000579,FDR_021,30/03/2012 18:00,31/03/2012 08:00,Cable joint failure suspected
EVT_000580,FDR_016,12/12/2012 23:00,13/12/2012 01:00,Unknown cause – reset successful
EVT_000581,FDR_025,12/08/2012 14:00,12/08/2012 21:00,Swan strike mid span over river
EVT_000582,FDR_017,08/07/2012 13:00,09/07/2012 02:00,Cable joint failure suspected
EVT_000583,FDR_021,22/01/2012 14:00,22/01/2012 23:00,Tree contact on overhead line during high winds
EVT_000583_DUP,FDR_021,22/01/2012 14:02,22/01/2012 23:00,Duplicate trip record from control system
EVT_000584,FDR_016,17/02/2012 05:00,17/02/2012 06:00,Conductor damage mid span
EVT_000584_DUP,FDR_016,17/02/2012 05:02,17/02/2012 06:00,Duplicate trip record from control system
EVT_000585,FDR_003,06/01/2012 14:00,06/01/2012 19:00,Swan strike mid span over river
EVT_000585_DUP,FDR_003,06/01/2012 14:02,06/01/2012 19:00,Duplicate trip record from control system
EVT_000586,FDR_002,29/02/2012 20:00,01/03/2012 02:00,Insulator failure reported on cross-arm
EVT_000586_DUP,FDR_002,29/02/2012 20:02,01/03/2012 02:00,Duplicate trip record from control system
EVT_000587,FDR_010,06/04/2012 17:00,07/04/2012 03:00,UG cable insulation breakdown
EVT_000588,FDR_005,19/02/2012 12:00,20/02/2012 02:00,UG cable insulation breakdown
EVT_000589,FDR_004,19/03/2012 05:00,19/03/2012 07:00,Swan strike mid span over river
EVT_000590,FDR_009,21/01/2012 22:00,22/01/2012 09:00,UG cable insulation breakdown
EVT_000591,FDR_024,23/05/2012 20:00,24/05/2012 01:00,Tree contact on overhead line during high winds
EVT_000592,FDR_008,21/09/2012 01:00,21/09/2012 05:00,Conductor damage mid span
EVT_000593,FDR_021,17/04/2012 18:00,17/04/2012 23:00,Tree contact on overhead line during high winds
EVT_000594,FDR_017,21/09/2012 06:00,21/09/2012 19:00,Conductor damage mid span
EVT_000595,FDR_004,01/11/2012 06:00,01/11/2012 17:00,"Storm-related outage, multiple spans affected"
EVT_000596,FDR_012,15/01/2012 17:00,15/01/2012 18:00,Unknown cause – reset successful
EVT_000597,FDR_005,23/10/2012 16:00,23/10/2012 17:00,Insulator failure reported on cross-arm
EVT_000598,FDR_016,26/08/2012 13:00,27/08/2012 02:00,UG cable insulation breakdown
EVT_000599,FDR_023,25/01/2012 14:00,26/01/2012 01:00,"HV trip – cause unclear, no defects found"
EVT_000600,FDR_018,16/10/2012 00:00,16/10/2012 10:00,UG cable insulation breakdown
EVT_000601,FDR_025,19/11/2012 08:00,19/11/2012 20:00,Bird strike on overhead conductor
EVT_000602,FDR_006,11/12/2012 11:00,12/12/2012 01:00,"Storm-related outage, multiple spans affected"
EVT_000603,FDR_001,26/08/2012 23:00,27/08/2012 13:00,"Storm-related outage, multiple spans affected"
EVT_000604,FDR_013,18/02/2012 11:00,18/02/2012 14:00,Squirrel on cross-arm causing fault
EVT_000605,FDR_022,14/10/2012 03:00,14/10/2012 09:00,Cable joint failure suspected
EVT_000606,FDR_014,06/12/2012 20:00,07/12/2012 04:00,Swan strike mid span over river
EVT_000607,FDR_005,26/12/2012 13:00,27/12/2012 02:00,Unknown cause – reset successful
EVT_000608,FDR_003,26/08/2012 06:00,26/08/2012 18:00,UG cable strike during excavation works
EVT_000609,FDR_006,22/05/2012 12:00,22/05/2012 13:00,Swan strike mid span over river
EVT_000610,FDR_019,23/11/2013 02:00,23/11/2013 03:00,UG cable strike during excavation works
EVT_000611,FDR_011,06/05/2013 13:00,06/05/2013 15:00,Bird strike on overhead conductor
EVT_000612,FDR_013,12/07/2013 06:00,12/07/2013 20:00,Unknown cause – reset successful
EVT_000613,FDR_019,02/09/2013 20:00,03/09/2013 10:00,Foil balloon contact on overhead line
EVT_000614,FDR_005,16/02/2013 03:00,16/02/2013 15:00,Insulator failure reported on cross-arm
EVT_000615,FDR_013,18/01/2013 09:00,18/01/2013 13:00,Foil balloon contact on overhead line
EVT_000616,FDR_004,24/03/2013 02:00,24/03/2013 15:00,Conductor damage mid span
EVT_000617,FDR_005,26/11/2013 10:00,26/11/2013 21:00,Cable joint failure suspected
EVT_000618,FDR_001,07/06/2013 11:00,08/06/2013 01:00,"Storm-related outage, multiple spans affected"
EVT_000618_DUP,FDR_001,07/06/2013 11:02,08/06/2013 01:00,Duplicate trip record from control system
EVT_000619,FDR_007,29/11/2013 15:00,30/11/2013 01:00,"Storm-related outage, multiple spans affected"
EVT_000620,FDR_016,05/08/2013 22:00,06/08/2013 00:00,Bird strike on overhead conductor
EVT_000621,FDR_001,03/07/2013 16:00,04/07/2013 05:00,"Storm-related outage, multiple spans affected"
EVT_000622,FDR_004,23/09/2013 01:00,23/09/2013 04:00,Insulator failure reported on cross-arm
EVT_000623,FDR_016,04/11/2013 20:00,04/11/2013 21:00,UG cable strike during excavation works
EVT_000624,FDR_009,04/01/2013 09:00,04/01/2013 17:00,Cable joint failure suspected
EVT_000625,FDR_018,02/09/2013 00:00,02/09/2013 13:00,Insulator failure reported on cross-arm
EVT_000626,FDR_006,08/11/2013 12:00,09/11/2013 01:00,Conductor damage mid span
EVT_000627,FDR_005,16/01/2013 01:00,16/01/2013 06:00,"Storm-related outage, multiple spans affected"
EVT_000628,FDR_016,02/10/2013 09:00,02/10/2013 17:00,Cable joint failure suspected
EVT_000629,FDR_022,24/03/2013 19:00,25/03/2013 05:00,Tree contact on overhead line during high winds
EVT_000630,FDR_010,01/11/2013 05:00,01/11/2013 13:00,Conductor damage mid span
EVT_000631,FDR_003,29/04/2013 07:00,29/04/2013 14:00,"HV trip – cause unclear, no defects found"
EVT_000632,FDR_010,03/09/2013 04:00,03/09/2013 08:00,Squirrel on cross-arm causing fault
EVT_000633,FDR_024,21/08/2013 18:00,21/08/2013 21:00,Conductor damage mid span
EVT_000634,FDR_015,29/11/2013 12:00,29/11/2013 16:00,Insulator failure reported on cross-arm
EVT_000635,FDR_023,08/11/2013 19:00,09/11/2013 05:00,Squirrel on cross-arm causing fault
EVT_000636,FDR_019,10/06/2013 11:00,10/06/2013 19:00,Conductor damage mid span
EVT_000636_DUP,FDR_019,10/06/2013 11:02,10/06/2013 19:00,Duplicate trip record from control system
EVT_000637,FDR_021,07/06/2013 02:00,07/06/2013 13:00,Swan strike mid span over river
EVT_000637_DUP,FDR_021,07/06/2013 02:02,07/06/2013 13:00,Duplicate trip record from control system
EVT_000638,FDR_006,19/07/2013 21:00,20/07/2013 08:00,Bird strike on overhead conductor
EVT_000639,FDR_007,25/12/2013 11:00,26/12/2013 00:00,UG cable strike during excavation works
EVT_000640,FDR_025,26/07/2013 19:00,26/07/2013 20:00,Insulator failure reported on cross-arm
EVT_000641,FDR_005,31/12/2013 02:00,31/12/2013 06:00,Insulator failure reported on cross-arm
EVT_000642,FDR_015,16/03/2013 11:00,16/03/2013 12:00,UG cable insulation breakdown
EVT_000643,FDR_022,11/08/2013 02:00,11/08/2013 05:00,Swan strike mid span over river
EVT_000644,FDR_017,20/12/2013 21:00,21/12/2013 03:00,Swan strike mid span over river
EVT_000645,FDR_016,22/09/2013 15:00,23/09/2013 05:00,Squirrel on cross-arm causing fault
EVT_000646,FDR_014,06/04/2013 16:00,07/04/2013 02:00,UG cable insulation breakdown
EVT_000647,FDR_023,08/03/2013 12:00,08/03/2013 19:00,Insulator failure reported on cross-arm
EVT_000648,FDR_011,21/08/2013 15:00,22/08/2013 03:00,Unknown cause – reset successful
EVT_000649,FDR_007,06/04/2013 00:00,06/04/2013 05:00,Swan strike mid span over river
EVT_000650,FDR_022,03/11/2013 19:00,04/11/2013 06:00,Tree contact on overhead line during high winds
EVT_000651,FDR_005,16/10/2013 02:00,16/10/2013 15:00,Bird strike on overhead conductor
EVT_000652,FDR_015,01/12/2013 15:00,01/12/2013 18:00,Foil balloon contact on overhead line
EVT_000653,FDR_018,17/02/2013 20:00,18/02/2013 02:00,UG cable strike during excavation works
EVT_000654,FDR_022,15/07/2013 17:00,16/07/2013 02:00,Foil balloon contact on overhead line
EVT_000655,FDR_016,09/07/2013 22:00,10/07/2013 10:00,Swan strike mid span over river
EVT_000656,FDR_014,20/12/2013 03:00,20/12/2013 04:00,Conductor damage mid span
EVT_000656_DUP,FDR_014,20/12/2013 03:02,20/12/2013 04:00,Duplicate trip record from control system
EVT_000657,FDR_011,11/11/2013 21:00,12/11/2013 01:00,UG cable strike during excavation works
EVT_000658,FDR_019,23/07/2013 15:00,24/07/2013 05:00,Conductor damage mid span
EVT_000659,FDR_002,05/06/2013 12:00,06/06/2013 01:00,Cable joint failure suspected
EVT_000659_DUP,FDR_002,05/06/2013 12:02,06/06/2013 01:00,Duplicate trip record from control system
EVT_000660,FDR_019,18/09/2013 12:00,18/09/2013 17:00,UG cable insulation breakdown
EVT_000661,FDR_012,04/09/2013 19:00,05/09/2013 07:00,Cable joint failure suspected
EVT_000662,FDR_016,01/09/2013 08:00,01/09/2013 18:00,"HV trip – cause unclear, no defects found"
EVT_000663,FDR_003,08/09/2013 16:00,09/09/2013 04:00,Insulator failure reported on cross-arm
EVT_000664,FDR_007,28/05/2013 05:00,28/05/2013 09:00,"Storm-related outage, multiple spans affected"
EVT_000664_DUP,FDR_007,28/05/2013 05:02,28/05/2013 09:00,Duplicate trip record from control system
EVT_000665,FDR_021,09/07/2014 14:00,09/07/2014 21:00,Tree contact on overhead line during high winds
EVT_000666,FDR_017,20/11/2014 16:00,21/11/2014 06:00,Foil balloon contact on overhead line
EVT_000667,FDR_021,09/03/2014 05:00,09/03/2014 17:00,Foil balloon contact on overhead line
EVT_000668,FDR_011,20/09/2014 23:00,21/09/2014 00:00,UG cable strike during excavation works
EVT_000669,FDR_004,11/01/2014 19:00,12/01/2014 09:00,Foil balloon contact on overhead line
EVT_000669_DUP,FDR_004,11/01/2014 19:02,12/01/2014 09:00,Duplicate trip record from control system
EVT_000670,FDR_025,10/12/2014 16:00,11/12/2014 02:00,Conductor damage mid span
EVT_000671,FDR_008,19/11/2014 23:00,20/11/2014 01:00,Cable joint failure suspected
EVT_000672,FDR_010,31/03/2014 22:00,01/04/2014 01:00,Conductor damage mid span
EVT_000673,FDR_012,18/01/2014 16:00,18/01/2014 17:00,Tree contact on overhead line during high winds
EVT_000674,FDR_004,27/07/2014 11:00,28/07/2014 01:00,Conductor damage mid span
EVT_000675,FDR_025,27/11/2014 09:00,27/11/2014 10:00,Tree contact on overhead line during high winds
EVT_000676,FDR_013,04/09/2014 06:00,04/09/2014 12:00,Tree contact on overhead line during high winds
EVT_000677,FDR_007,01/12/2014 18:00,02/12/2014 00:00,Foil balloon contact on overhead line
EVT_000678,FDR_021,20/07/2014 20:00,21/07/2014 06:00,Insulator failure reported on cross-arm
EVT_000678_DUP,FDR_021,20/07/2014 20:02,21/07/2014 06:00,Duplicate trip record from control system
EVT_000679,FDR_008,21/11/2014 07:00,21/11/2014 10:00,UG cable insulation breakdown
EVT_000680,FDR_021,01/03/2014 01:00,01/03/2014 06:00,Unknown cause – reset successful
EVT_000681,FDR_025,28/12/2014 04:00,28/12/2014 08:00,Foil balloon contact on overhead line
EVT_000682,FDR_018,13/10/2014 21:00,13/10/2014 23:00,UG cable strike during excavation works
EVT_000683,FDR_010,15/01/2014 00:00,15/01/2014 13:00,Insulator failure reported on cross-arm
EVT_000684,FDR_019,29/09/2014 19:00,30/09/2014 08:00,UG cable insulation breakdown
EVT_000685,FDR_007,12/03/2014 12:00,12/03/2014 18:00,Tree contact on overhead line during high winds
EVT_000686,FDR_010,22/10/2014 04:00,22/10/2014 15:00,UG cable strike during excavation works
EVT_000687,FDR_019,08/03/2014 07:00,08/03/2014 12:00,Swan strike mid span over river
EVT_000688,FDR_015,02/03/2014 21:00,03/03/2014 06:00,"Storm-related outage, multiple spans affected"
EVT_000689,FDR_018,19/12/2014 17:00,20/12/2014 02:00,Bird strike on overhead conductor
EVT_000690,FDR_013,05/09/2014 16:00,06/09/2014 03:00,Insulator failure reported on cross-arm
EVT_000691,FDR_020,05/06/2014 00:00,05/06/2014 08:00,Squirrel on cross-arm causing fault
EVT_000692,FDR_022,02/11/2014 08:00,02/11/2014 16:00,Unknown cause – reset successful
EVT_000693,FDR_005,27/08/2014 00:00,27/08/2014 02:00,Foil balloon contact on overhead line
EVT_000694,FDR_023,05/09/2014 04:00,05/09/2014 17:00,Cable joint failure suspected
EVT_000695,FDR_012,21/02/2014 04:00,21/02/2014 16:00,Bird strike on overhead conductor
EVT_000696,FDR_009,06/04/2014 10:00,06/04/2014 11:00,Insulator failure reported on cross-arm
EVT_000697,FDR_012,03/07/2014 20:00,04/07/2014 06:00,Conductor damage mid span
EVT_000698,FDR_020,06/05/2014 15:00,06/05/2014 23:00,Conductor damage mid span
EVT_000699,FDR_023,26/06/2014 23:00,27/06/2014 11:00,Swan strike mid span over river
EVT_000699_DUP,FDR_023,26/06/2014 23:02,27/06/2014 11:00,Duplicate trip record from control system
EVT_000700,FDR_023,17/03/2014 00:00,17/03/2014 05:00,Cable joint failure suspected
EVT_000701,FDR_024,16/06/2014 16:00,17/06/2014 00:00,Bird strike on overhead conductor
EVT_000702,FDR_021,20/11/2014 09:00,20/11/2014 13:00,Cable joint failure suspected
EVT_000702_DUP,FDR_021,20/11/2014 09:02,20/11/2014 13:00,Duplicate trip record from control system
EVT_000703,FDR_017,16/05/2014 15:00,16/05/2014 17:00,Squirrel on cross-arm causing fault
EVT_000703_DUP,FDR_017,16/05/2014 15:02,16/05/2014 17:00,Duplicate trip record from control system
EVT_000704,FDR_010,11/02/2014 14:00,11/02/2014 22:00,Cable joint failure suspected
EVT_000704_DUP,FDR_010,11/02/2014 14:02,11/02/2014 22:00,Duplicate trip record from control system
EVT_000705,FDR_004,07/08/2014 23:00,08/08/2014 08:00,Cable joint failure suspected
EVT_000706,FDR_011,31/08/2014 00:00,31/08/2014 11:00,"HV trip – cause unclear, no defects found"
EVT_000707,FDR_004,09/05/2014 02:00,09/05/2014 12:00,Unknown cause – reset successful
EVT_000708,FDR_001,20/04/2014 00:00,20/04/2014 04:00,Foil balloon contact on overhead line
EVT_000709,FDR_007,16/07/2014 07:00,16/07/2014 21:00,Tree contact on overhead line during high winds
EVT_000710,FDR_009,26/11/2014 13:00,26/11/2014 14:00,Foil balloon contact on overhead line
EVT_000711,FDR_003,14/07/2014 14:00,14/07/2014 17:00,Insulator failure reported on cross-arm
EVT_000712,FDR_007,30/10/2014 16:00,30/10/2014 18:00,"HV trip – cause unclear, no defects found"
EVT_000713,FDR_005,02/04/2014 11:00,02/04/2014 18:00,Tree contact on overhead line during high winds
EVT_000714,FDR_020,02/12/2014 16:00,02/12/2014 23:00,Squirrel on cross-arm causing fault
EVT_000715,FDR_020,28/10/2014 06:00,28/10/2014 10:00,Conductor damage mid span
EVT_000716,FDR_014,06/10/2014 01:00,06/10/2014 08:00,Unknown cause – reset successful
EVT_000717,FDR_022,14/07/2014 11:00,14/07/2014 16:00,"Storm-related outage, multiple spans affected"
EVT_000718,FDR_008,15/06/2014 14:00,15/06/2014 17:00,"HV trip – cause unclear, no defects found"
EVT_000719,FDR_023,05/04/2014 05:00,05/04/2014 06:00,"Storm-related outage, multiple spans affected"
EVT_000720,FDR_001,04/12/2014 19:00,05/12/2014 08:00,Conductor damage mid span
EVT_000721,FDR_019,02/09/2015 00:00,02/09/2015 02:00,"HV trip – cause unclear, no defects found"
EVT_000722,FDR_009,20/04/2015 01:00,20/04/2015 10:00,Insulator failure reported on cross-arm
EVT_000723,FDR_014,02/08/2015 06:00,02/08/2015 20:00,"Storm-related outage, multiple spans affected"
EVT_000724,FDR_004,26/02/2015 01:00,26/02/2015 12:00,UG cable strike during excavation works
EVT_000725,FDR_024,22/12/2015 06:00,22/12/2015 13:00,"HV trip – cause unclear, no defects found"
EVT_000726,FDR_016,14/03/2015 22:00,15/03/2015 10:00,"Storm-related outage, multiple spans affected"
EVT_000727,FDR_019,17/10/2015 06:00,17/10/2015 12:00,Tree contact on overhead line during high winds
EVT_000728,FDR_012,24/06/2015 05:00,24/06/2015 07:00,Foil balloon contact on overhead line
EVT_000729,FDR_021,19/10/2015 05:00,19/10/2015 13:00,Insulator failure reported on cross-arm
EVT_000729_DUP,FDR_021,19/10/2015 05:02,19/10/2015 13:00,Duplicate trip record from control system
EVT_000730,FDR_003,08/09/2015 21:00,08/09/2015 23:00,Conductor damage mid span
EVT_000731,FDR_020,12/06/2015 07:00,12/06/2015 10:00,Cable joint failure suspected
EVT_000732,FDR_010,20/07/2015 23:00,21/07/2015 01:00,Conductor damage mid span
EVT_000733,FDR_004,16/09/2015 08:00,16/09/2015 13:00,Insulator failure reported on cross-arm
EVT_000734,FDR_012,27/07/2015 23:00,28/07/2015 02:00,UG cable insulation breakdown
EVT_000734_DUP,FDR_012,27/07/2015 23:02,28/07/2015 02:00,Duplicate trip record from control system
EVT_000735,FDR_025,05/12/2015 00:00,05/12/2015 14:00,Squirrel on cross-arm causing fault
EVT_000736,FDR_001,03/02/2015 20:00,04/02/2015 07:00,Squirrel on cross-arm causing fault
EVT_000737,FDR_008,02/11/2015 18:00,02/11/2015 22:00,Squirrel on cross-arm causing fault
EVT_000738,FDR_022,20/11/2015 20:00,21/11/2015 09:00,UG cable insulation breakdown
EVT_000739,FDR_020,17/11/2015 15:00,18/11/2015 00:00,UG cable insulation breakdown
EVT_000740,FDR_019,11/12/2015 03:00,11/12/2015 13:00,Cable joint failure suspected
EVT_000741,FDR_018,23/02/2015 22:00,24/02/2015 04:00,UG cable insulation breakdown
EVT_000742,FDR_024,05/09/2015 16:00,05/09/2015 22:00,Squirrel on cross-arm causing fault
EVT_000743,FDR_017,03/09/2015 00:00,03/09/2015 03:00,"HV trip – cause unclear, no defects found"
EVT_000744,FDR_014,01/05/2015 19:00,02/05/2015 04:00,Bird strike on overhead conductor
EVT_000745,FDR_014,26/12/2015 16:00,26/12/2015 21:00,Insulator failure reported on cross-arm
EVT_000746,FDR_009,12/06/2015 20:00,13/06/2015 08:00,Swan strike mid span over river
EVT_000747,FDR_018,06/01/2015 15:00,06/01/2015 20:00,UG cable insulation breakdown
EVT_000748,FDR_002,23/02/2015 11:00,23/02/2015 23:00,Insulator failure reported on cross-arm
EVT_000749,FDR_009,20/05/2015 17:00,20/05/2015 21:00,Squirrel on cross-arm causing fault
EVT_000750,FDR_001,21/11/2015 11:00,21/11/2015 22:00,Bird strike on overhead conductor
EVT_000751,FDR_022,30/09/2015 16:00,30/09/2015 22:00,Cable joint failure suspected
EVT_000752,FDR_011,27/09/2015 18:00,28/09/2015 04:00,Bird strike on overhead conductor
EVT_000753,FDR_008,10/11/2015 15:00,11/11/2015 03:00,Insulator failure reported on cross-arm
EVT_000754,FDR_010,07/08/2015 07:00,07/08/2015 21:00,Foil balloon contact on overhead line
EVT_000754_DUP,FDR_010,07/08/2015 07:02,07/08/2015 21:00,Duplicate trip record from control system
EVT_000755,FDR_011,10/09/2015 19:00,10/09/2015 22:00,Conductor damage mid span
EVT_000756,FDR_023,14/02/2015 20:00,14/02/2015 22:00,Swan strike mid span over river
EVT_000757,FDR_021,18/07/2015 20:00,19/07/2015 03:00,Insulator failure reported on cross-arm
EVT_000758,FDR_014,25/06/2015 23:00,26/06/2015 02:00,Bird strike on overhead conductor
EVT_000759,FDR_020,18/01/2015 15:00,19/01/2015 00:00,"Storm-related outage, multiple spans affected"
EVT_000760,FDR_012,24/10/2015 10:00,24/10/2015 11:00,Bird strike on overhead conductor
EVT_000761,FDR_014,10/02/2015 03:00,10/02/2015 13:00,Bird strike on overhead conductor
EVT_000762,FDR_005,22/05/2015 21:00,23/05/2015 03:00,Foil balloon contact on overhead line
EVT_000763,FDR_003,22/06/2015 01:00,22/06/2015 10:00,Conductor damage mid span
EVT_000764,FDR_017,17/01/2015 04:00,17/01/2015 12:00,UG cable insulation breakdown
EVT_000765,FDR_010,12/08/2015 15:00,12/08/2015 20:00,UG cable strike during excavation works
EVT_000766,FDR_023,06/01/2015 07:00,06/01/2015 12:00,Insulator failure reported on cross-arm
EVT_000767,FDR_008,06/05/2015 06:00,06/05/2015 13:00,Foil balloon contact on overhead line
EVT_000768,FDR_016,25/07/2015 13:00,26/07/2015 01:00,Squirrel on cross-arm causing fault
EVT_000769,FDR_020,30/11/2015 02:00,30/11/2015 11:00,Unknown cause – reset successful
EVT_000770,FDR_009,26/03/2015 16:00,27/03/2015 03:00,Squirrel on cross-arm causing fault
EVT_000771,FDR_005,26/12/2015 11:00,26/12/2015 20:00,"HV trip – cause unclear, no defects found"
